"","user","majorContributor","responses","topics","avgNumberOfResponsesPerTopic","avgNumberOfResponsesBeforeResponse","avgNumberOfResponsesAfterResponse","entropy","yearJoined","firstDayResponse","avgGap","avgStd","standardTopics","normalTopics"
"773","jon_schlaman",0,2,0,0,0,0,0.650855223,0,29,14.5,5.5,-0.409742201894859,0
"774","jonathan15",0,1,1,0,0,0,0.348084416,6,4,6.5,4.5,-0.0520483337542118,0.0144927536231884
"775","jonathan9",0,19,4,0,0,0,3.50653523,2,28,1.304347826,28.74587173,1.02103327066773,0.0579710144927536
"776","jonathan_stl",0,7,0,0,0,0,1.756911321,3,3,0.428571429,24.22429207,-0.409742201894859,0
"777","jonathao",0,0,1,1,0,0,0.325427612,4,0,0,0,-0.0520483337542118,0.0144927536231884
"778","jones1",0,2,0,0,0,9,0.36458166,3,20,10,3.5,-0.409742201894859,0
"779","joni6",0,12,1,0,0,0,3.119215283,4,96,10,16.44031702,-0.0520483337542118,0.0144927536231884
"781","jonna1",0,5,1,0,0,0,1.130347572,4,3,1.5,2.828427125,-0.0520483337542118,0.0144927536231884
"782","jonny_senchisen",0,3,0,0,0,0,1.021596444,3,44,14.66666667,9.428090416,-0.409742201894859,0
"783","jordan_peters",0,2,0,0,0,0,0.36458166,1,5,11.5,9,-0.409742201894859,0
"784","jordana_rosenberg",0,3,1,0,0,0,0.387319946,1,0,9,31.33987077,-0.0520483337542118,0.0144927536231884
"786","jorunco",0,10,0,0,0,0,2.66800081,6,2,2.6,24.93692042,-0.409742201894859,0
"787","jorychi",0,3,1,0,0,0,0.583640909,5,3,1.25,33.64056331,-0.0520483337542118,0.0144927536231884
"789","jovigil0525",0,2,0,0,1.5,6,0.712666076,6,3,9.5,8,-0.409742201894859,0
"791","joybug",0,4,0,0,3,13,0.868029169,3,17,4.25,25.07364154,-0.409742201894859,0
"794","jtausch",0,9,1,0,0,0,1.060750492,5,4,0.4,14.738046,-0.0520483337542118,0.0144927536231884
"795","jude",0,5,3,0,0,0,1.060750492,2,111,19.25,22.77025197,0.663339402527083,0.0434782608695652
"796","judy18",0,7,2,0,0,0,1.662228027,6,4,6,39.48683169,0.305645534386436,0.0289855072463768
"797","jujubee",0,2,0,0,0,0,0.650855223,5,9,4.5,10,-0.409742201894859,0
"798","julianne2",0,3,0,0,0,0,0.729163319,6,5,4.333333333,3.771236166,-0.409742201894859,0
"801","julie5",0,5,1,0,0,0,1.363521299,1,30,5.333333333,21.50968774,-0.0520483337542118,0.0144927536231884
"802","julie_bedingfield",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"805","julieann",0,10,2,0,0,0,1.439361632,2,3,2.416666667,35.06620722,0.305645534386436,0.0289855072463768
"806","just_little_me",0,7,5,0,0,0,2.356301377,0,2,1.833333333,23.95423878,1.37872713880838,0.072463768115942
"807","just_me",0,13,3,0,0,0,2.617607021,1,2,0.125,12.80868846,0.663339402527083,0.0434782608695652
"812","kara_dalton",0,4,4,7,13,4,1.380018542,2,7,3.5,9.027735043,1.02103327066773,0.0579710144927536
"813","karazk",0,2,0,0,3.5,18,0.690009271,6,2,1,4,-0.409742201894859,0
"815","karen25",0,1,1,0,0,0,0.348084416,2,1,9,8.5,-0.0520483337542118,0.0144927536231884
"816","karen35",0,4,1,0,0,0,1.458326639,4,7,1.4,0,-0.0520483337542118,0.0144927536231884
"817","karen46",0,1,1,0,0,0,0.325427612,6,21,10.5,25,-0.0520483337542118,0.0144927536231884
"818","karen_la_roche",0,9,0,0,0,0,2.430431353,2,3,0.333333333,88.46733372,-0.409742201894859,0
"819","kareno",0,3,0,0,0,0,1.044253249,6,29,9.666666667,0.942809042,-0.409742201894859,0
"820","karenrobbins",0,0,1,6,0,0,0.325427612,3,0,0,0,-0.0520483337542118,0.0144927536231884
"821","kari3",0,2,1,0,0,0,0.696168833,5,17,6,0.471404521,-0.0520483337542118,0.0144927536231884
"822","karl",0,5,0,0,0,0,1.509125191,1,11,2.2,46.55491381,-0.409742201894859,0
"824","kate16",0,1,1,0,0,0,0.36458166,3,19,22,12.5,-0.0520483337542118,0.0144927536231884
"825","kate6",0,0,1,0,0,0,0.36458166,1,23,23,0,-0.0520483337542118,0.0144927536231884
"826","kate_matthews",0,0,2,0,0,0,0.650855223,7,0,0,0,0.305645534386436,0.0289855072463768
"829","kathy24",0,8,1,0,0,0,2.900156034,3,4,0.555555556,1.133115447,-0.0520483337542118,0.0144927536231884
"830","kathy_lincoln",0,2,3,1.4,4,1.5,0.696168833,1,0,2.8,18.0930926,0.663339402527083,0.0434782608695652
"831","kathyjh",0,3,1,3,46.33333333,30,1.419172591,6,3,1.75,3.570714214,-0.0520483337542118,0.0144927536231884
"832","kathyl",0,8,1,0,0,0,1.424159182,6,20,2.222222222,18.02741397,-0.0520483337542118,0.0144927536231884
"833","kati_celeste_leggett",0,2,2,0,0,0,0.468482259,2,21,5.25,0,0.305645534386436,0.0289855072463768
"834","katie18",0,3,0,0,0,0,1.015436883,3,6,9.666666667,10.61445555,-0.409742201894859,0
"837","katie_tucker",0,5,1,0,0,0,1.672451667,2,5,1.166666667,1.462494065,-0.0520483337542118,0.0144927536231884
"839","katliwidia",0,3,1,28,107.3333333,380,0.841772725,4,1,29.25,54.54527936,-0.0520483337542118,0.0144927536231884
"841","katrinalavis",0,2,1,0,0,0,0.729163319,5,8,2.666666667,11.78511302,-0.0520483337542118,0.0144927536231884
"842","katy",0,5,0,0,0,0,0.344597674,4,77,15.4,33.82543422,-0.409742201894859,0
"843","kayla3",0,2,0,0,0,0,0.542601557,2,2,1,5.5,-0.409742201894859,0
"846","kchannell",0,7,0,0,90.71428571,110.5714286,2.469585401,3,8,7,18.52191201,-0.409742201894859,0
"848","kelli2",0,2,1,0,0,0,0.868029169,1,7,2.666666667,0.471404521,-0.0520483337542118,0.0144927536231884
"849","kelly16",0,4,2,0,0,0,1.402675347,2,1,1.333333333,22.85947409,0.305645534386436,0.0289855072463768
"850","kelly20",0,4,2,0,0,0,1.441829395,3,13,2.166666667,9.736814446,0.305645534386436,0.0289855072463768
"852","kelly28",0,10,2,0,0,0,2.187489958,5,3,1.833333333,8.668269083,0.305645534386436,0.0289855072463768
"853","kelly35",0,18,1,0,0,0,5.215106684,6,61,5.842105263,12.37704067,-0.0520483337542118,0.0144927536231884
"854","kellyann",0,8,0,0,94.5,54.375,1.093744979,6,9,2.375,15.70380129,-0.409742201894859,0
"856","ken_a",0,4,1,0,0,0,1.015436883,2,3,0.6,19.80303007,-0.0520483337542118,0.0144927536231884
"857","ken_baumann",0,1,2,0,0,0,0.325427612,2,2,5.333333333,6.599663291,0.305645534386436,0.0289855072463768
"858","kendall_price",0,1,1,0,0,0,0.712666076,1,1,1,0.5,-0.0520483337542118,0.0144927536231884
"860","kene",0,1,1,3,14,4,0.307126547,6,2,1,2.5,-0.0520483337542118,0.0144927536231884
"861","kenneth_morrison",0,2,1,0,0,0,0.729163319,2,10,3.333333333,0,-0.0520483337542118,0.0144927536231884
"862","kenneyfamily",0,1,1,6,5,1,0.348084416,5,5,4,1.5,-0.0520483337542118,0.0144927536231884
"863","kenny4",0,2,0,0,0,0,0.673512028,6,1,0.5,3.5,-0.409742201894859,0
"865","kerrita_mcclaughlyn",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"866","kevin_donovan",0,5,4,0,0,0,1.386178104,1,19,17.33333333,43.31823099,1.02103327066773,0.0579710144927536
"867","kevin_smith",0,3,5,0,0,0,0.650855223,2,0,0.875,3.179524335,1.37872713880838,0.072463768115942
"868","kick",0,0,1,0,0,0,0.325427612,3,14,14,0,-0.0520483337542118,0.0144927536231884
"869","kids_for_cure",0,9,5,3,18.77777778,20,2.182637219,3,4,0.357142857,19.88076704,1.37872713880838,0.072463768115942
"870","kiersten",0,5,15,0,0,0,1.666292106,1,3,0.55,39.7861785,4.95566582021485,0.217391304347826
"871","kiki",0,2,0,0,0,0,0.108751128,6,2,1,6.5,-0.409742201894859,0
"874","kim25",0,8,0,0,0,0,1.991957848,4,36,4.5,14.30908802,-0.409742201894859,0
"875","kim_b",0,11,2,0,0,0,1.700042693,2,61,10.07692308,31.81231945,0.305645534386436,0.0289855072463768
"876","kim_feltner",0,1,1,26,414,1638,0.348084416,2,0,2,2,-0.0520483337542118,0.0144927536231884
"877","kim_moores",0,3,1,0,0,0,1.044253249,2,2,0.5,3.031088913,-0.0520483337542118,0.0144927536231884
"878","kimberly_w",0,3,0,0,0,0,1.077247736,1,3,2.666666667,2.357022604,-0.409742201894859,0
"879","kiminee",0,7,2,0,0,0,0.670699859,5,2,11.77777778,49.88208318,0.305645534386436,0.0289855072463768
"881","kimmy1",0,2,1,0,0,0,0.696168833,1,10,3.333333333,0.471404521,-0.0520483337542118,0.0144927536231884
"883","kingston1",0,0,3,0,0,0,1.044253249,3,0,0,7.874007874,0.663339402527083,0.0434782608695652
"884","kirinqueen",0,10,1,21,14.5,42.6,0.984857473,0,3,0.272727273,63.0050503,-0.0520483337542118,0.0144927536231884
"886","kiryliuk",0,3,0,0,18,32.66666667,1.093744979,5,9,3,2.828427125,-0.409742201894859,0
"888","kitty_castellini",0,7,0,0,0,0,2.317147329,1,9,2.285714286,18.39143545,-0.409742201894859,0
"890","klbarr623",0,5,0,0,17,77,0.751901606,3,24,8,6.209669879,-0.409742201894859,0
"891","kmb",0,2,1,0,0,0,0.729163319,7,15,5,0,-0.0520483337542118,0.0144927536231884
"893","kmn",0,0,1,0,0,0,0.325427612,3,0,0,0,-0.0520483337542118,0.0144927536231884
"895","knuckle21",0,0,1,13,0,0,0.348084416,3,0,0,0,-0.0520483337542118,0.0144927536231884
"896","koj_b",0,1,1,0,0,0,0.325427612,4,28,15,1,-0.0520483337542118,0.0144927536231884
"897","korey_hood",0,0,0,0,0,0,0,5,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"898","kortney",0,2,0,0,0,0,0.673512028,3,12,6,2,-0.409742201894859,0
"899","koryandrea",0,1,0,0,24,51,0.36458166,4,19,19,0,-0.409742201894859,0
"901","krist_rosenberg_mads",0,8,0,0,0,0,2.801172574,2,16,2,55.4160401,-0.409742201894859,0
"902","kristin8",0,17,4,0,0,0,3.70637435,2,3,5.142857143,55.15659011,1.02103327066773,0.0579710144927536
"904","kristine",0,4,0,0,0,0,1.392337665,2,38,9.5,18.81986982,-0.409742201894859,0
"905","kristy9",0,2,0,0,0,0,0.729163319,4,37,18.5,2,-0.409742201894859,0
"906","kristy_dolph",0,2,1,0,0,0,0.729163319,2,127,42.66666667,8.259674462,-0.0520483337542118,0.0144927536231884
"907","krystle_dawn_stoots",0,18,3,0,0,0,4.558091899,2,9,0.428571429,23.94295943,0.663339402527083,0.0434782608695652
"908","lab",0,18,10,0,0,0,2.496420326,4,24,1,24.70241251,3.16719647951161,0.144927536231884
"909","lacey1",0,7,2,0,0,0,2.41393411,3,139,15.44444444,53.58482372,0.305645534386436,0.0289855072463768
"910","lada_2008",0,6,0,0,0,0,1.728102959,7,5,1.5,7.5,-0.409742201894859,0
"911","ladybetes_erin",0,8,0,0,0,0,2.681728989,6,2,0.25,28.85740806,-0.409742201894859,0
"912","ladybug3",0,2,0,0,4,46.5,0.418957224,4,19,9.5,15,-0.409742201894859,0
"913","ladyj910",0,2,0,0,0,0,0.503447509,6,20,22,12,-0.409742201894859,0
"915","laila_king",0,3,0,0,0,0,1.044253249,2,25,8.333333333,12.25651754,-0.409742201894859,0
"917","lana_m",0,0,1,0,0,0,0.36458166,1,3,3,0,-0.0520483337542118,0.0144927536231884
"918","lana_wallace",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"921","larra",0,2,1,0,0,0,0.650855223,1,0,0.333333333,25.69478979,-0.0520483337542118,0.0144927536231884
"922","latina",0,0,2,0,0,0,0.650855223,4,5,2.5,3.5,0.305645534386436,0.0289855072463768
"924","laura33",0,2,0,0,0,0,0.348084416,4,27,13.5,3.5,-0.409742201894859,0
"927","laura5",0,0,1,0,0,0,0.325427612,0,0,0,0,-0.0520483337542118,0.0144927536231884
"928","laura_anne_kilpatric",0,10,0,0,0,0,1.357612835,5,12,1.2,11.55378726,-0.409742201894859,0
"929","laura_g",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"930","laura_g1",0,3,1,0,0,0,0.825275481,3,48,20.75,14.6692706,-0.0520483337542118,0.0144927536231884
"933","laxman",0,1,1,0,0,0,0.348084416,1,1,1,0.5,-0.0520483337542118,0.0144927536231884
"934","layan_s_mother",0,18,6,0,0,0,1.756919325,5,15,1.75,20.39539708,1.73642100694903,0.0869565217391304
"939","lee_reznicek",0,1,1,0,0,0,0.348084416,2,18,11,2,-0.0520483337542118,0.0144927536231884
"940","leelee",0,5,1,20,1.6,50.8,0.36458166,3,0,0.833333333,7.05730512,-0.0520483337542118,0.0144927536231884
"941","leigh2",0,2,2,0,0,0,0.650855223,1,2,0.5,36.5,0.305645534386436,0.0289855072463768
"942","leighann",0,11,12,0,0,0,1.73426252,1,119,14.52173913,63.3708442,3.88258421579291,0.173913043478261
"945","leonard_a",0,4,0,0,0,0,0.735842971,5,51,12.75,3.278719262,-0.409742201894859,0
"946","leslie_cruz",0,7,0,0,0,0,2.198637617,2,6,2.428571429,3.817254062,-0.409742201894859,0
"947","lesliebusybee",0,1,2,0,0,0,0.712666076,4,72,24,0,0.305645534386436,0.0289855072463768
"948","lester_wetzel_iii",0,2,0,0,0,0,0.40245998,2,23,13.5,2,-0.409742201894859,0
"949","lexisdad",0,0,1,0,0,0,0.325427612,4,12,12,0,-0.0520483337542118,0.0144927536231884
"950","liaquila",0,6,0,0,0,0,2.154495471,6,11,1.833333333,15.67818725,-0.409742201894859,0
"951","libperr",0,2,0,0,0,0,0.729163319,6,8,4,2.5,-0.409742201894859,0
"952","lifewithd",0,1,1,0,0,0,0.143054647,5,24,21,9,-0.0520483337542118,0.0144927536231884
"954","lilliana",0,0,1,0,0,0,0.36458166,0,1,1,0,-0.0520483337542118,0.0144927536231884
"955","lilly4",0,3,0,0,0,0,1.093744979,7,16,5.333333333,4.714045208,-0.409742201894859,0
"956","lilly_ann_rossberg",0,0,1,0,0,0,0.36458166,2,0,0,0,-0.0520483337542118,0.0144927536231884
"958","linda_eaton",0,9,4,0,0,0,2.877499229,1,40,3.076923077,37.49493062,1.02103327066773,0.0579710144927536
"959","linda_k_powell",0,2,0,0,0,0,0.526104314,2,5,4,1.5,-0.409742201894859,0
"960","linda_polakoff",0,7,1,0,0,0,1.467421898,0,23,3.75,19.29661564,-0.0520483337542118,0.0144927536231884
"962","lindsay6",0,0,1,0,0,0,0.143054647,5,1,1,0,-0.0520483337542118,0.0144927536231884
"963","lingy24",0,4,0,0,82.5,79.5,0.729163319,4,4,1,3.897114317,-0.409742201894859,0
"964","linnette",0,3,1,0,0,0,0,5,2,0.5,0,-0.0520483337542118,0.0144927536231884
"965","lis",0,2,1,0,0,0,0.729163319,2,28,9.333333333,0.471404521,-0.0520483337542118,0.0144927536231884
"967","lisa42",0,3,2,2.75,9.333333333,7.666666667,1.060750492,4,4,9.6,21.55550974,0.305645534386436,0.0289855072463768
"968","lisa_dean",0,2,1,0,0,0,0.348084416,3,5,2.666666667,1.414213562,-0.0520483337542118,0.0144927536231884
"969","lito",0,1,1,0,0,0,0.178019898,4,8,4,0,-0.0520483337542118,0.0144927536231884
"971","liz19",0,5,0,0,0,0,1.740422082,5,4,0.8,64.83209082,-0.409742201894859,0
"972","lizba",0,4,3,0,0,0,0.507636307,3,3,2.142857143,7.317856271,0.663339402527083,0.0434782608695652
"974","lizzy22",0,3,0,0,0,0,1.093744979,5,2,0.666666667,16.87206765,-0.409742201894859,0
"975","lizzymt",0,7,3,0,0,0,0.786315965,3,48,9.2,25.02019185,0.663339402527083,0.0434782608695652
"976","lorettaj",0,1,1,3,2,1,0.325427612,4,0,1,1,-0.0520483337542118,0.0144927536231884
"977","lori10",0,14,2,0,0,0,4.670701304,3,3,4.4375,19.49519171,0.305645534386436,0.0289855072463768
"979","lori_genstein",0,2,2,0,0,0,0.696168833,2,45,11.25,0,0.305645534386436,0.0289855072463768
"981","lorraine_oliver",0,3,0,0,0,0,0.425221048,2,4,1.333333333,3.299831646,-0.409742201894859,0
"982","lotsofshots",0,0,12,9.307692308,0,0,0.966797342,3,0,0.416666667,13.71206889,3.88258421579291,0.173913043478261
"983","louis",0,3,0,0,0,0,0.425221048,1,3,18,23.15647258,-0.409742201894859,0
"984","louis_patrice_cocco",0,3,0,0,0,0,1.021596444,2,47,16,0.471404521,-0.409742201894859,0
"985","loulou",0,3,0,0,0,0,1.093744979,4,49,16.33333333,21.04492549,-0.409742201894859,0
"988","lucy_shiro",0,1,1,0,0,0,0.690009271,2,3,19,17.5,-0.0520483337542118,0.0144927536231884
"989","luke",0,1,2,0,0,0,0.998939639,2,31,11,0.942809042,0.305645534386436,0.0289855072463768
"992","luvomnipod",0,2,0,0,7,5.5,0.348084416,3,2,1,19.5,-0.409742201894859,0
"993","lyle",0,1,2,0,0,0,0.325427612,1,0,20,28.28427125,0.305645534386436,0.0289855072463768
"994","lyna",0,2,3,0,0,0,0.907183217,6,2,0.4,0.979795897,0.663339402527083,0.0434782608695652
"995","lynn17",0,3,1,0,0,0,1.044253249,5,2,0.5,2.5,-0.0520483337542118,0.0144927536231884
"996","lynn_cannon",0,1,1,0,0,0,0.143054647,2,11,5.5,0,-0.0520483337542118,0.0144927536231884
"998","lynnea",0,4,1,0,0,0,1.380018542,1,2,6.4,18.82126457,-0.0520483337542118,0.0144927536231884
"999","lysianneaudet",0,7,6,0,0,0,2.339804134,5,3,0.230769231,11.6583515,1.73642100694903,0.0869565217391304
"1000","m113",0,2,2,8.5,0,23.5,0.696168833,2,29,7.25,29,0.305645534386436,0.0289855072463768
"1001","m114",0,7,1,0,0,0,1.73426252,3,42,5.625,58.41219372,-0.0520483337542118,0.0144927536231884
"1002","maclifer",0,3,1,0,0,0,0.976282835,1,4,1,0,-0.0520483337542118,0.0144927536231884
"1003","maddie521",0,3,1,15,10.66666667,17.66666667,1.044253249,6,9,2.25,1.5,-0.0520483337542118,0.0144927536231884
"1006","magic_eraser",0,0,1,0,0,0,0.36458166,3,0,0,0,-0.0520483337542118,0.0144927536231884
"1007","magz",0,8,0,0,0,0,1.913886456,4,2,0.25,1.984313483,-0.409742201894859,0
"1008","mahika",0,2,0,0,0,0,0.056596792,4,14,7,2.5,-0.409742201894859,0
"1010","maine_jim",0,2,1,0,0,0,0.696168833,3,3,1,3.771236166,-0.0520483337542118,0.0144927536231884
"1011","mainemom",0,12,1,0,0,0,3.788871244,5,13,1,29.56229007,-0.0520483337542118,0.0144927536231884
"1013","manoah",0,12,8,9.454545455,13.75,24.91666667,4.193510239,3,0,7.3,67.06034596,2.45180874323032,0.115942028985507
"1015","mar",0,14,1,16,112.8571429,105.9285714,1.837679859,4,22,4.866666667,25.72728772,-0.0520483337542118,0.0144927536231884
"1016","marcela",0,14,0,0,162.1428571,242.2857143,0.712666076,3,5,2.071428571,49.57991899,-0.409742201894859,0
"1018","marcia3",0,2,0,0,0,0,0.348084416,4,19,9.5,7.5,-0.409742201894859,0
"1021","margaret_cooley",0,4,0,0,0,0,1.402675347,2,6,1.5,11.47551742,-0.409742201894859,0
"1023","maria_lester",0,8,1,0,0,0,2.900156034,2,11,1.333333333,8.353309391,-0.0520483337542118,0.0144927536231884
"1024","maria_r",0,2,1,0,0,0,0.712666076,2,9,3,0,-0.0520483337542118,0.0144927536231884
"1025","mariah",0,2,0,0,0,0,0.348084416,3,2,1,12,-0.409742201894859,0
"1027","mariejean",0,0,1,1,0,0,0.325427612,7,10,10,0,-0.0520483337542118,0.0144927536231884
"1029","marilyn_krain",0,13,2,55,11.61538462,40.53846154,2.057822588,2,2,0.133333333,109.5837376,0.305645534386436,0.0289855072463768
"1031","marius",0,4,0,0,0,0,1.038093688,3,17,10.5,17.99131735,-0.409742201894859,0
"1035","mark15",0,4,1,0,0,0,1.392337665,2,7,1.4,0,-0.0520483337542118,0.0144927536231884
"1036","mark37",0,2,0,0,0,0,0.696168833,6,36,18,4.5,-0.409742201894859,0
"1038","mark9",0,3,1,0,0,0,1.044253249,2,1,0.25,1.732050808,-0.0520483337542118,0.0144927536231884
"1039","mark_horowitz",0,0,1,0,0,0,0.325427612,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1043","markiss",0,2,1,0,0,0,0.309532094,4,6,14.66666667,17.91337179,-0.0520483337542118,0.0144927536231884
"1046","marlon",0,10,2,0,0,0,3.480844163,3,12,1,8.577668033,0.305645534386436,0.0289855072463768
"1047","marmee2two",0,0,1,2,0,0,0.325427612,5,0,0,0,-0.0520483337542118,0.0144927536231884
"1049","marsha_paulsen_peter",0,2,0,0,0,0,0.690009271,1,68,34,0,-0.409742201894859,0
"1050","martin3",0,6,0,0,0,0,1.873706851,6,36,6,4.163331999,-0.409742201894859,0
"1051","martin_j_spielman",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1052","marty50",0,5,1,0,0,0,1.822908298,7,21,3.5,0,-0.0520483337542118,0.0144927536231884
"1053","mary28",0,8,1,7,24.875,36.5,1.173894995,2,13,1.444444444,88.32823186,-0.0520483337542118,0.0144927536231884
"1055","mary4",0,10,0,0,0,0,3.579827623,1,15,1.5,42.89941725,-0.409742201894859,0
"1056","mary_anne_caudill",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1057","mary_lou",0,1,1,0,0,0,0.129106649,3,40,23,3,-0.0520483337542118,0.0144927536231884
"1058","mary_r",0,3,0,0,0,0,0.673512028,4,12,13.66666667,11.86029792,-0.409742201894859,0
"1059","marybeth",0,8,3,0,0,0,0.690009271,1,8,7,29.19866407,0.663339402527083,0.0434782608695652
"1060","marybeth1",0,2,0,0,0,0,0.325427612,1,30,18,3,-0.409742201894859,0
"1061","maryjo_armin",0,5,1,0,0,0,1.038093688,2,26,5.666666667,3.590109871,-0.0520483337542118,0.0144927536231884
"1063","mas",0,4,0,0,0,0,0.308546528,7,7,1.75,8.31790238,-0.409742201894859,0
"1064","massimo",0,0,0,0,0,0,0,4,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1068","mbbarbee",0,3,0,0,33.33333333,20,1.093744979,3,12,4,11.3137085,-0.409742201894859,0
"1069","mcbatman",0,0,0,0,0,0,0,5,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1070","mcdonald",0,0,2,0,0,0,0.650855223,0,0,0,1.5,0.305645534386436,0.0289855072463768
"1072","mdgarnett",0,2,1,4,0,36,0.464129192,5,0,2,2.828427125,-0.0520483337542118,0.0144927536231884
"1073","meegsd",0,2,0,0,23.5,7,0.712666076,3,4,20,18,-0.409742201894859,0
"1074","meg",0,3,1,0,0,0,1.093744979,0,4,1,6.92820323,-0.0520483337542118,0.0144927536231884
"1075","meg2",0,1,3,0,0,0,1.022218067,1,0,7.5,12.36931688,0.663339402527083,0.0434782608695652
"1076","megan2",0,8,1,0,0,0,2.105003741,1,38,4.222222222,18.00274328,-0.0520483337542118,0.0144927536231884
"1077","megan9",0,2,0,0,0,0,0.507636307,2,12,14.5,8.5,-0.409742201894859,0
"1078","megan_reese",0,0,1,0,0,0,0.325427612,1,7,7,0,-0.0520483337542118,0.0144927536231884
"1079","meghan4",0,2,2,0,0,0,0.758928806,3,0,1.75,6.05702072,0.305645534386436,0.0289855072463768
"1080","mel",0,3,0,0,0,0,0.976282835,0,42,14,22.99275248,-0.409742201894859,0
"1081","mel6",0,3,1,46,150,115,1.044253249,3,1,0.25,0,-0.0520483337542118,0.0144927536231884
"1083","melanie_hofmann",0,9,0,0,0,0,0.897677967,3,33,6.888888889,16.3261511,-0.409742201894859,0
"1086","melissa29",0,7,1,0,0,0,2.552071618,6,41,5.125,8.703447593,-0.0520483337542118,0.0144927536231884
"1087","melissa_oneill",0,2,1,0,0,0,0.729163319,5,3,1,8.485281374,-0.0520483337542118,0.0144927536231884
"1088","melissa_probst",0,3,0,0,0,0,1.038093688,2,3,1,18.38477631,-0.409742201894859,0
"1089","mevsdiabetes",0,3,5,0,0,0,0.998939639,4,0,0.875,3.1124749,1.37872713880838,0.072463768115942
"1091","mfan5",0,8,3,0,0,0,1.347024056,4,13,5.636363636,15.3945359,0.663339402527083,0.0434782608695652
"1092","mfy",0,1,1,5,10,17,0.348084416,2,3,1.5,2,-0.0520483337542118,0.0144927536231884
"1093","mg1",0,3,0,0,0,0,1.044253249,4,2,0.666666667,5.656854249,-0.409742201894859,0
"1094","michael17",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1095","michael_b_johnson_jr",0,4,0,0,0,0,0.673512028,2,9,14.5,17.62632974,-0.409742201894859,0
"1097","michael_chappell",0,8,9,0,0,0,0.568275695,2,1,4.529411765,22.22937985,2.80950261137097,0.130434782608696
"1098","michael_faust",0,4,0,0,0,0,1.021596444,2,25,9.25,7.794228634,-0.409742201894859,0
"1100","michael_mason",0,4,0,0,0,0,1.402675347,2,33,8.25,3.535533906,-0.409742201894859,0
"1101","michael_mc_cann",0,1,1,0,0,0,0.348084416,1,0,1,1,-0.0520483337542118,0.0144927536231884
"1103","michaela1",0,12,2,0,0,0,1.986773916,5,1,11.14285714,72.32385357,0.305645534386436,0.0289855072463768
"1104","michele_magee",0,2,0,0,0,0,0.729163319,1,2,1,4.5,-0.409742201894859,0
"1105","michele_mcwilliams",0,5,1,0,0,0,1.279809742,2,21,5.5,14.63728117,-0.0520483337542118,0.0144927536231884
"1110","michelle19",0,2,0,0,0,0,0.729163319,2,24,12,1,-0.409742201894859,0
"1111","michelle24",0,2,6,0,0,0,0.348084416,3,2,0.375,33.290389,1.73642100694903,0.0869565217391304
"1112","michelle3",0,5,0,0,0,0,0.712666076,1,4,2.2,3.286335345,-0.409742201894859,0
"1114","michelle_de_guzman",0,0,2,0,0,0,0.418957224,1,36,37.5,19.5,0.305645534386436,0.0289855072463768
"1115","michelle_garcia",0,1,2,0,0,0,0.325427612,2,2,1,0.471404521,0.305645534386436,0.0289855072463768
"1116","michelle_johnson",0,6,4,0,0,0,1.794797646,2,26,11.5,36.08822523,1.02103327066773,0.0579710144927536
"1117","michelle_mom_of_two_",0,4,1,0,0,0,0.36458166,1,16,3.2,19.05360858,-0.0520483337542118,0.0144927536231884
"1119","michelle_page",0,1,1,0,0,0,0.129106649,6,0,1,1,-0.0520483337542118,0.0144927536231884
"1120","michelle_reinhardt",0,15,5,0,0,0,3.817435229,0,3,0.25,83.42809778,1.37872713880838,0.072463768115942
"1121","michiko",0,6,0,0,0,0,1.767257007,2,14,4.166666667,5.814254514,-0.409742201894859,0
"1122","michsmk",0,2,1,0,0,0,0.729163319,7,11,3.666666667,0,-0.0520483337542118,0.0144927536231884
"1123","micky",0,11,4,0,0,0,2.030873766,1,2,1.066666667,21.12649732,1.02103327066773,0.0579710144927536
"1125","mike13",0,19,6,0,0,0,2.439596065,1,7,0.28,77.12715734,1.73642100694903,0.0869565217391304
"1126","mike16",0,4,2,0,0,0,0.64214909,1,40,7.166666667,1.414213562,0.305645534386436,0.0289855072463768
"1127","mike24",0,2,0,0,0,0,0.178019898,2,7,5.5,2,-0.409742201894859,0
"1128","mike52",0,4,0,0,0,0,0.696168833,4,5,6.25,21.39363223,-0.409742201894859,0
"1129","mike67",0,3,0,0,0,0,1.044253249,6,19,6.333333333,7.542472333,-0.409742201894859,0
"1130","mike_gaier",0,8,2,0,0,0,1.789408809,1,0,3.5,8.604649906,0.305645534386436,0.0289855072463768
